certificationID,employeeID,typeID
BDGE1877379,,
BDGE3498219,,
BDGE6745941,,
BDGE1816192,,
BDGE3357968,,
BDGE3887488,,
BDGE1754215,,
BDGE1185541,,
BDGE1672349,,
BDGE9434719,,
BDGE3424672,,
BDGE6439753,,
BDGE5146874,,
BDGE7787359,,
BDGE8687563,,
BDGE8467963,,
BDGE7995959,,
BDGE3142482,,
BDGE4557881,,
BDGE5654363,,
BDGE9159216,,
BDGE3166652,,
BDGE8282935,,
BDGE1242911,,
BDGE2653519,,
BDGE7531129,,
BDGE4448352,,
BDGE7427632,,
BDGE1761642,,
BDGE1848219,,
BDGE9252195,,
BDGE7658536,,
BDGE4219244,,
BDGE6711849,,
BDGE8954995,,
BDGE8766912,,
BDGE6411737,,
BDGE3453175,,
BDGE8412467,,
BDGE7981948,,
BDGE1285548,,
BDGE5639314,,
BDGE7118917,,
BDGE7646279,,
BDGE3181772,,
BDGE6282614,,
BDGE2127531,,
BDGE3611889,,
BDGE3161343,,
BDGE6884156,,
BDGE6699412,,
BDGE7479653,,
BDGE5571846,,
BDGE6732567,,
BDGE3981232,,
BDGE1897851,,
BDGE5387726,,
BDGE3841236,,
BDGE7417159,,
BDGE9124827,,
BDGE5873429,,
BDGE1155131,,
BDGE4138283,,
BDGE5133732,,
BDGE5381468,,
BDGE3764532,,
BDGE9357153,,
BDGE5732419,,
BDGE1494219,,
BDGE8528411,,
BDGE4548436,,
BDGE2557287,,
BDGE9792368,,
BDGE1652786,,
BDGE9851391,,
BDGE3112995,,
BDGE8499324,,
BDGE1149416,,
BDGE9559156,,
BDGE9353247,,
BDGE2191844,,
BDGE1862182,,
BDGE7382451,,
BDGE1271765,,
BDGE3944519,,
BDGE4563829,,
BDGE1281289,,
BDGE2938512,,
BDGE8878158,,
BDGE1233895,,
BDGE1486315,,
BDGE3698716,,
BDGE3417933,,
BDGE7675478,,
BDGE8536598,,
BDGE2835557,,
BDGE6641578,,
BDGE9519136,,
BDGE3186243,,
BDGE6933355,,
BDGE2685391,,
BDGE7943969,,
BDGE7542722,,
BDGE6457464,,
BDGE8344379,,
BDGE7753197,,
BDGE8524679,,
BDGE2331981,,
BDGE6298291,,
BDGE9177725,,
BDGE9594772,,
BDGE2239518,,
BDGE7778288,,
BDGE6826569,,
BDGE2263992,,
BDGE8694582,,
BDGE9771435,,
BDGE7239287,,
BDGE8227926,,
BDGE6187594,,
BDGE3417923,,
BDGE5361432,,
BDGE3933394,,
BDGE5215319,,
BDGE5579798,,
BDGE6828229,,
BDGE1138624,,
BDGE8579684,,
BDGE1113658,,
BDGE1594473,,
BDGE2617183,,
BDGE2611376,,
BDGE9193814,,
BDGE8598451,,
BDGE4586679,,
BDGE9876683,,
BDGE5392951,,
BDGE7437559,,
BDGE9917118,,
BDGE1927478,,
BDGE2229943,,
BDGE3371573,,
BDGE8246285,,
BDGE2768891,,
BDGE4717333,,
BDGE9445165,,
BDGE2956142,,
BDGE6452941,,
BDGE6941864,,
BDGE7934474,,
BDGE1947567,,
BDGE1437236,,
BDGE4285363,,
BDGE1924679,,
BDGE1157973,,
BDGE7669382,,
BDGE6372689,,
BDGE1799419,,
BDGE9841442,,
BDGE5461147,,
BDGE7172132,,
BDGE9335528,,
BDGE3374882,,
BDGE9481883,,
BDGE6524276,,
BDGE5535753,,
BDGE1446275,,
BDGE6834967,,
BDGE2456612,,
BDGE7562673,,
BDGE8996249,,
BDGE5517335,,
BDGE3653235,,
BDGE6914481,,
BDGE9887448,,
BDGE1475789,,
BDGE7657679,,
BDGE8496312,,
BDGE7115697,,
BDGE8231412,,
BDGE3212199,,
BDGE2943342,,
BDGE4223484,,
BDGE4274474,,
BDGE5568451,,
BDGE8254545,,
BDGE1712584,,
BDGE6177766,,
BDGE3769121,,
BDGE8287463,,
BDGE6118616,,
BDGE2341162,,
BDGE9335516,,
BDGE1121126,,
BDGE2879491,,
BDGE8872256,,
BDGE1183787,,
BDGE2371714,,
BDGE9937977,,
BDGE6614593,,
BDGE3234564,,
BDGE3138564,,
BDGE5137794,,
BDGE5623723,,
BDGE8912435,,
BDGE1111264,,
BDGE5775337,,
BDGE6934581,,
BDGE3611811,,
BDGE5929179,,
BDGE1536248,,
BDGE6896192,,
BDGE6933134,,
BDGE9398168,,
BDGE7573326,,
BDGE8665296,,
BDGE4339575,,
BDGE7634942,,
BDGE9283552,,
BDGE8437116,,
BDGE3551329,,
BDGE9321729,,
BDGE9345868,,
BDGE7773277,,
BDGE8294284,,
BDGE2726378,,
BDGE3385294,,
BDGE3851658,,
BDGE6593739,,
BDGE7314184,,
BDGE5872382,,
BDGE3428997,,
BDGE5649173,,
BDGE4588984,,
BDGE1589276,,
BDGE2881671,,
BDGE4999532,,
BDGE3987988,,
BDGE8117943,,
BDGE4964428,,
BDGE7262571,,
BDGE2215919,,
BDGE3441649,,
BDGE1449284,,
BDGE5527292,,
BDGE2579825,,
BDGE9515849,,
BDGE7855129,,
BDGE1451157,,
BDGE5597648,,
BDGE2598138,,
BDGE8192649,,
BDGE7444458,,
BDGE3741114,,
BDGE8945771,,
BDGE8423619,,
BDGE3739844,,
BDGE2633416,,
BDGE2328754,,
BDGE6115167,,
BDGE5231536,,
BDGE5269751,,
BDGE2786199,,
BDGE9185637,,
BDGE8494966,,
BDGE5361327,,
BDGE8814316,,
BDGE4679763,,
BDGE3439475,,
BDGE3846215,,
BDGE6114243,,
BDGE5842884,,
BDGE2415559,,
BDGE8128476,,
BDGE6918391,,
BDGE8198764,,
BDGE8536541,,
BDGE3149134,,
BDGE3958311,,
BDGE4253434,,
BDGE4289354,,
BDGE6668484,,
BDGE7316426,,
BDGE2617938,,
BDGE2164739,,
BDGE7273385,,
BDGE1558128,,
BDGE6227572,,
BDGE8218178,,
BDGE3319839,,
BDGE1647445,,
BDGE9773975,,
BDGE1463784,,
BDGE9745951,,
BDGE3275416,,
BDGE3992272,,
BDGE2275878,,
BDGE9492192,,
BDGE2563361,,
BDGE3754441,,
BDGE5196913,,
BDGE7751112,,
BDGE8122913,,
BDGE7873379,,
BDGE1598236,,
BDGE3386538,,
BDGE9654879,,
BDGE1179441,,
BDGE5943641,,
BDGE2211339,,
BDGE1975641,,
BDGE9812382,,
BDGE5929492,,
BDGE3122898,,
BDGE5115457,,
BDGE5538759,,
BDGE6569711,,
BDGE4657867,,
BDGE5262274,,
BDGE1385442,,
BDGE8758711,,
BDGE9723938,,
BDGE4687562,,
BDGE9494989,,
BDGE7291355,,
BDGE5556487,,
BDGE3921231,,
BDGE7951276,,
BDGE4451629,,
BDGE9387877,,
BDGE6178984,,
BDGE6869224,,
BDGE2136654,,
BDGE3834975,,
BDGE8259544,,
BDGE1825564,,
BDGE5818775,,
BDGE6763693,,
BDGE5359895,,
BDGE9725839,,
BDGE5891667,,
BDGE5364681,,
BDGE6896286,,
BDGE9514437,,
BDGE2568626,,
BDGE3999862,,
BDGE8789446,,
BDGE1797116,,
BDGE7998817,,
BDGE8236197,,
BDGE5786569,,
BDGE6786924,,
BDGE3471896,,
BDGE3765821,,
BDGE9515628,,
BDGE7471642,,
BDGE9834349,,
BDGE4837247,,
BDGE9683143,,
BDGE8959891,,
BDGE9863663,,
BDGE5136471,,
BDGE3788553,,
BDGE2948462,,
BDGE8365562,,
BDGE1165572,,
BDGE8243331,,
BDGE7677232,,
BDGE7481342,,
BDGE1514279,,
BDGE9958962,,
BDGE7479784,,
BDGE6628672,,
BDGE4189476,,
BDGE4764813,,
BDGE3448144,,
BDGE9352842,,
BDGE7322928,,
BDGE2568257,,
BDGE5596618,,
BDGE2685532,,
BDGE9659543,,
BDGE5248337,,
BDGE8312576,,
BDGE6835617,,
BDGE3578891,,
BDGE9814576,,
BDGE5895645,,
BDGE9497453,,
BDGE8287751,,
BDGE5861914,,
BDGE8715275,,
BDGE8891818,,
BDGE7436177,,
BDGE2359322,,
BDGE7941562,,
BDGE3436397,,
BDGE8225472,,
BDGE4314638,,
BDGE6586848,,
BDGE4145956,,
BDGE3242168,,
BDGE5778876,,
BDGE4565776,,
BDGE2323722,,
BDGE7362943,,
BDGE4339332,,
BDGE5517716,,
BDGE5282919,,
BDGE3677413,,
BDGE6643943,,
BDGE5152348,,
BDGE4768715,,
BDGE3525671,,
BDGE4763699,,
BDGE5277687,,
BDGE7445454,,
BDGE4242528,,
BDGE1318492,,
BDGE1157378,,
BDGE8516312,,
BDGE2781549,,
BDGE8664139,,
BDGE1415677,,
BDGE7939456,,
BDGE3249547,,
BDGE5754862,,
BDGE6894315,,
BDGE4677328,,
BDGE2771168,,
BDGE9559955,,
BDGE4155133,,
BDGE2672813,,
BDGE3437717,,
BDGE3986575,,
BDGE3422729,,
BDGE3982133,,
BDGE9467562,,
BDGE7351357,,
BDGE1511558,,
BDGE4846342,,
BDGE7582342,,
BDGE9292419,,
BDGE2997121,,
BDGE8483974,,
BDGE8239542,,
BDGE1813457,,
BDGE2884651,,
BDGE8757468,,
BDGE9945712,,
BDGE5213798,,
BDGE7698629,,
BDGE8768632,,
BDGE2731166,,
BDGE9791798,,
BDGE1761655,,
BDGE3984696,,
BDGE9375562,,
BDGE5984723,,
BDGE4433285,,
BDGE6471557,,
BDGE4424646,,
BDGE8649311,,
BDGE3233641,,
BDGE2564679,,
BDGE9946674,,
BDGE4314515,,
BDGE1134189,,
BDGE5198958,,
BDGE8374776,,
BDGE5322746,,
BDGE6669836,,
BDGE2694179,,
BDGE5182136,,
BDGE2366133,,
BDGE2334683,,
BDGE9538963,,
BDGE5513978,,
BDGE8388952,,
BDGE4155431,,
BDGE4918584,,
BDGE5112331,,
BDGE4152359,,
BDGE8623333,,
BDGE2522974,,
BDGE1762323,,
BDGE6826844,,
BDGE4677981,,
BDGE1755681,,
BDGE4152766,,
BDGE2985177,,
BDGE4989576,,
BDGE8787414,,
BDGE1426938,,
BDGE4293366,,
BDGE4228174,,
BDGE8315913,,
BDGE7393829,,
BDGE6625591,,
BDGE2543944,,
BDGE3772265,,
BDGE6843353,,
BDGE4495742,,
BDGE2434134,,
BDGE9464199,,
BDGE8419915,,
BDGE8629932,,
BDGE3852289,,
BDGE3225468,,
BDGE9131359,,
BDGE9366534,,
BDGE9315538,,
BDGE1259136,,
BDGE3596663,,
BDGE8255253,,
BDGE2352219,,
BDGE3181363,,
BDGE2259282,,
BDGE6947852,,
BDGE2879866,,
BDGE3184843,,
BDGE6384576,,
BDGE3546398,,
BDGE9597783,,
BDGE8375243,,
BDGE9791626,,
BDGE1845362,,
BDGE5579557,,
BDGE7979754,,
BDGE5847177,,
BDGE9965637,,
BDGE6837983,,
BDGE4765949,,
BDGE9357237,,
BDGE9156374,,
BDGE6696564,,
BDGE5679614,,
BDGE9999851,,
BDGE7476616,,
BDGE5648373,,
BDGE7212314,,
BDGE6741146,,
BDGE2585699,,
BDGE5168634,,
BDGE9681755,,
BDGE3766511,,
BDGE3548966,,
BDGE7339122,,
BDGE5155851,,
BDGE6859417,,
BDGE9369448,,
BDGE9813882,,
BDGE1344913,,
BDGE3534235,,
BDGE9839476,,
BDGE7324668,,
BDGE6372111,,
BDGE6475987,,
BDGE6869217,,
BDGE8133356,,
BDGE1487617,,
BDGE1578464,,
BDGE7216479,,
BDGE7369859,,
BDGE7994343,,
BDGE5734658,,
BDGE8986484,,
BDGE4731641,,
BDGE6765379,,
BDGE1284571,,
BDGE9155167,,
BDGE3126978,,
BDGE1757981,,
BDGE1524989,,
BDGE3592854,,
BDGE8299237,,
BDGE9384893,,
BDGE7555543,,
BDGE6663768,,
BDGE5528545,,
BDGE5179212,,
BDGE6458723,,
BDGE4419432,,
BDGE3368765,,
BDGE9415579,,
BDGE3778329,,
BDGE3887989,,
BDGE2335779,,
BDGE7899491,,
BDGE5338795,,
BDGE5134511,,
BDGE4527578,,
BDGE8234141,,
BDGE2424321,,
BDGE7868623,,
BDGE7157668,,
BDGE9417247,,
BDGE7974933,,
BDGE6383538,,
BDGE3281384,,
BDGE8392865,,
BDGE6268395,,
BDGE1786634,,
BDGE4681477,,
BDGE8427911,,
BDGE4832367,,
BDGE9398228,,
BDGE9645549,,
BDGE6499889,,
BDGE8181982,,
BDGE6963614,,
BDGE5136865,,
BDGE4419756,,
BDGE2878852,,
BDGE5775369,,
BDGE5393998,,
BDGE6927878,,
BDGE7194641,,
BDGE2224557,,
BDGE7699293,,
BDGE1577229,,
BDGE3146535,,
BDGE6939339,,
BDGE3773928,,
BDGE8613153,,
BDGE4567569,,
BDGE1834131,,
BDGE7347869,,
BDGE7429241,,
BDGE4811594,,
BDGE2614586,,
BDGE3959773,,
BDGE2835724,,
BDGE1782632,,
BDGE1337871,,
BDGE2634663,,
BDGE8531411,,
BDGE8371984,,
BDGE1822796,,
BDGE8497921,,
BDGE1533925,,
BDGE5917687,,
BDGE3748416,,
BDGE3918449,,
BDGE3772291,,
BDGE9494899,,
BDGE2252921,,
BDGE6918294,,
BDGE4375991,,
BDGE1485264,,
BDGE8413157,,
BDGE1327219,,
BDGE5969615,,
BDGE5514662,,
BDGE8665171,,
BDGE7339235,,
BDGE6769947,,
BDGE6136552,,
BDGE8929479,,
BDGE5443971,,
BDGE1315171,,
BDGE6237823,,
BDGE4372625,,
BDGE9994274,,
BDGE4435879,,
BDGE3114963,,
BDGE6141383,,
BDGE1866421,,
BDGE1223162,,
BDGE9765155,,
BDGE2457186,,
BDGE3411188,,
BDGE6765591,,
BDGE1321311,,
BDGE2981439,,
BDGE9679668,,
BDGE2354783,,
BDGE8153644,,
BDGE7883417,,
BDGE8243722,,
BDGE9193692,,
BDGE6749152,,
BDGE3563674,,
BDGE9176734,,
BDGE2884141,,
BDGE1799889,,
BDGE6234944,,
BDGE9394132,,
BDGE9395695,,
BDGE4761441,,
BDGE7364666,,
BDGE3947214,,
BDGE3198331,,
BDGE1267989,,
BDGE2653233,,
BDGE9254362,,
BDGE4878594,,
BDGE8144611,,
BDGE4722388,,
BDGE9689892,,
BDGE4614835,,
BDGE9486246,,
BDGE3976118,,
BDGE5621854,,
BDGE9492391,,
BDGE2722997,,
BDGE9625784,,
BDGE7616528,,
BDGE9356891,,
BDGE9975556,,
BDGE5351627,,
BDGE5692764,,
BDGE1774614,,
BDGE6217358,,
BDGE7758299,,
BDGE9499437,,
BDGE6193963,,
BDGE6981914,,
BDGE9536317,,
BDGE8128841,,
BDGE3532845,,
BDGE3257245,,
BDGE8323926,,
BDGE1954284,,
BDGE8391814,,
BDGE7379827,,
BDGE1556248,,
BDGE8964162,,
BDGE7933284,,
BDGE2864996,,
BDGE2179427,,
BDGE1632421,,
BDGE8485931,,
BDGE8985864,,
BDGE1916385,,
BDGE7671833,,
BDGE4429993,,
BDGE1624442,,
BDGE3262876,,
BDGE2654943,,
BDGE4273958,,
BDGE3722732,,
BDGE7472353,,
BDGE3676431,,
BDGE8243198,,
BDGE5754335,,
BDGE6486448,,
BDGE9953449,,
BDGE4799144,,
BDGE5285697,,
BDGE5667239,,
BDGE7529117,,
BDGE4768189,,
BDGE6171181,,
BDGE1543793,,
BDGE8711616,,
BDGE4692764,,
BDGE1193214,,
BDGE6741934,,
BDGE1851946,,
BDGE7171756,,
BDGE2934484,,
BDGE8574549,,
BDGE5881786,,
BDGE1542669,,
BDGE9237631,,
BDGE1446312,,
BDGE3391369,,
BDGE1329173,,
BDGE8353558,,
BDGE9889732,,
BDGE8726731,,
BDGE8152184,,
BDGE3758831,,
BDGE5961527,,
BDGE1883925,,
BDGE3723461,,
BDGE8835121,,
BDGE5112769,,
BDGE2248829,,
BDGE8146837,,
BDGE3132677,,
BDGE1756396,,
BDGE2859717,,
BDGE1613216,,
BDGE2153597,,
BDGE1559497,,
BDGE3582595,,
BDGE5213973,,
BDGE4596673,,
BDGE8543141,,
BDGE2559712,,
BDGE6554853,,
BDGE3449497,,
BDGE7226223,,
BDGE5383918,,
BDGE7682552,,
BDGE7677899,,
BDGE6586469,,
BDGE4952149,,
BDGE7585517,,
BDGE1257533,,
BDGE1758699,,
BDGE8952355,,
BDGE6372912,,
BDGE2331687,,
BDGE1644865,,
BDGE9771894,,
BDGE5174812,,
BDGE9496344,,
BDGE9613585,,
BDGE8572134,,
BDGE9476791,,
BDGE3752771,,
BDGE7513418,,
BDGE8353162,,
BDGE5658832,,
BDGE7437737,,
BDGE7415891,,
BDGE8996955,,
BDGE4396494,,
BDGE1312533,,
BDGE9626899,,
BDGE8825468,,
BDGE7311355,,
BDGE2158346,,
BDGE3916469,,
BDGE2256148,,
BDGE8113435,,
BDGE6155221,,
BDGE6137229,,
BDGE3219274,,
BDGE6174765,,
BDGE1135424,,
BDGE7994556,,
BDGE3574792,,
BDGE6359415,,
BDGE8297782,,
BDGE5556976,,
BDGE9342896,,
BDGE9594713,,
BDGE9218778,,
BDGE1285572,,
BDGE9332282,,
BDGE1628831,,
BDGE7686838,,
BDGE9817753,,
BDGE7418264,,
BDGE6597776,,
BDGE3225922,,
BDGE5516555,,
BDGE8988441,,
BDGE3918265,,
BDGE3359472,,
BDGE8424821,,
BDGE3125213,,
BDGE4356121,,
BDGE6586553,,
BDGE3915298,,
BDGE1441863,,
BDGE6665496,,
BDGE2365359,,
BDGE6379266,,
BDGE6239276,,
BDGE6842836,,
BDGE8167679,,
BDGE5535713,,
BDGE2174392,,
BDGE9211997,,
BDGE9844264,,
BDGE3752998,,
BDGE7285371,,
BDGE8297156,,
BDGE7447454,,
BDGE2429525,,
BDGE4337781,,
BDGE3333821,,
BDGE4343672,,
BDGE2633613,,
BDGE5794173,,
BDGE9956322,,
BDGE3284743,,
BDGE1872687,,
BDGE1788149,,
BDGE5426464,,
BDGE8622957,,
BDGE5856324,,
BDGE6518619,,
BDGE8731961,,
BDGE7565742,,
BDGE5853696,,
BDGE1166347,,
BDGE4866548,,
BDGE2454486,,
BDGE6918298,,
BDGE9388946,,
BDGE8685619,,
BDGE6473449,,
BDGE2317595,,
BDGE9168593,,
BDGE8767881,,
BDGE9736989,,
BDGE9676966,,
BDGE7758787,,
BDGE1991446,,
BDGE1184989,,
BDGE1755913,,
BDGE8746223,,
BDGE1311537,,
BDGE4433657,,
BDGE6468119,,
BDGE4318898,,
BDGE8991712,,
BDGE6536194,,
BDGE4295659,,
BDGE1648358,,
BDGE8135815,,
BDGE9188953,,
BDGE1843592,,
BDGE8416185,,
BDGE1553114,,
BDGE8561755,,
BDGE6592122,,
BDGE7746348,,
BDGE2953781,,
BDGE6614723,,
BDGE9635825,,
BDGE7521918,,
BDGE7193352,,
BDGE5248114,,
BDGE7734688,,
BDGE4339638,,
BDGE4261277,,
BDGE6647278,,
BDGE1746477,,
BDGE3489881,,
BDGE4616229,,
BDGE3638957,,
BDGE4438262,,
BDGE3554749,,
BDGE3898627,,
BDGE4588168,,
BDGE4681626,,
BDGE6971999,,
BDGE3549886,,
BDGE7132969,,
BDGE2921993,,
BDGE3171151,,
BDGE9338566,,
BDGE2269245,,
BDGE6467329,,
BDGE9875974,,
BDGE2256888,,
BDGE5423673,,
BDGE2187238,,
BDGE2877639,,
BDGE1654161,,
BDGE3412225,,
BDGE3847199,,
BDGE9698749,,
BDGE7743865,,
BDGE5546273,,
BDGE3357226,,
BDGE8235938,,
BDGE2681826,,
BDGE9428675,,
BDGE6182153,,
BDGE2669534,,
BDGE8571136,,
BDGE3927292,,
BDGE1435467,,
BDGE7359376,,
BDGE8764912,,
BDGE1635141,,
BDGE9795358,,
BDGE2179176,,
BDGE7472888,,
BDGE6436872,,
BDGE8564618,,
BDGE5654768,,
BDGE3243444,,
BDGE8325249,,
BDGE6971431,,
BDGE5553984,,
BDGE9644625,,
BDGE2116583,,
BDGE6898921,,
BDGE2441426,,
BDGE5821171,,
BDGE8796968,,
BDGE4815453,,
BDGE1612528,,
BDGE4513358,,
BDGE4772394,,
BDGE6787115,,
BDGE1472499,,
BDGE4863342,,
BDGE6575867,,
BDGE8417677,,
BDGE3381944,,
BDGE4129933,,
BDGE2522294,,
BDGE2328738,,
BDGE6331787,,
BDGE1687236,,
BDGE4894299,,
BDGE4917394,,
BDGE2241736,,
BDGE8243636,,
BDGE7356287,,
BDGE5446465,,
BDGE4491842,,
BDGE9478817,,
BDGE9549964,,
BDGE9864213,,
BDGE7757837,,
BDGE5943821,,
BDGE7572195,,
BDGE6758243,,
BDGE7576164,,
BDGE5186146,,
BDGE9569369,,
BDGE6491318,,
BDGE2771567,,
BDGE8185271,,
BDGE4427441,,
BDGE6168493,,
BDGE3486774,,
BDGE6955528,,
BDGE6339645,,
BDGE1619384,,
BDGE5365495,,
BDGE2623418,,
BDGE7865871,,
BDGE4716964,,
BDGE7695926,,
BDGE7893156,,
BDGE9418221,,
BDGE5577995,,
BDGE9863678,,
BDGE8638627,,
BDGE9127442,,
BDGE9813313,,
BDGE5995341,,
BDGE3363613,,
BDGE8838337,,
BDGE5219487,,
BDGE4999549,,
BDGE2783132,,
BDGE3245453,,
BDGE5382948,,
BDGE9289839,,
BDGE6327834,,
BDGE9935753,,
BDGE5158123,,
BDGE1774167,,
BDGE1198335,,
BDGE8989363,,
BDGE2998332,,
BDGE1684694,,
BDGE4993815,,
BDGE5695963,,
BDGE4149888,,
BDGE1639716,,
BDGE1122579,,
BDGE1529126,,
BDGE2936816,,
BDGE9483631,,
BDGE3523986,,
BDGE8814627,,
BDGE7559485,,
BDGE5752187,,
BDGE1143399,,
BDGE8693717,,
BDGE6134359,,
BDGE6921355,,
BDGE8264571,,
BDGE3451923,,
BDGE8685627,,
BDGE4622826,,
BDGE5226349,,
BDGE8453414,,
BDGE6826461,,
BDGE6267823,,
BDGE5534331,,
BDGE8254746,,
BDGE1583235,,
BDGE9296892,,
BDGE4267584,,
BDGE9335879,,
BDGE7742448,,
BDGE7361841,,
BDGE9992589,,
BDGE1937515,,
BDGE4545114,,
BDGE9169785,,
BDGE4878116,,
BDGE4989339,,
BDGE3997356,,
BDGE5962923,,
BDGE3543263,,
BDGE9165783,,
BDGE2625562,,
BDGE4312484,,
BDGE8396275,,
BDGE9285857,,
BDGE9779754,,
BDGE2287295,,
BDGE1236942,,
BDGE2214449,,
BDGE4434588,,
BDGE7463935,,
BDGE3919948,,
BDGE8116531,,
BDGE7798844,,
BDGE8569545,,
BDGE2878642,,
BDGE8787155,,
BDGE3443347,,
BDGE6582992,,
BDGE3624663,,
BDGE6565843,,
BDGE8812127,,
BDGE4191289,,
BDGE6134519,,
BDGE7918718,,
BDGE3441128,,
BDGE5265842,,
BDGE8969872,,
BDGE8875999,,
BDGE4862641,,
BDGE5319285,,
BDGE9551884,,
BDGE4535736,,
BDGE3127948,,
BDGE5861844,,
BDGE7665729,,
BDGE3771628,,
BDGE9658389,,
BDGE2146528,,
BDGE8639422,,
BDGE2834447,,
BDGE1482287,,
BDGE4915758,,
BDGE1685832,,
BDGE5789614,,
BDGE1667392,,
BDGE5578889,,
BDGE4131636,,
BDGE3881928,,
BDGE7722531,,
BDGE9893123,,
BDGE1713774,,
BDGE1297996,,
BDGE4641439,,
BDGE5888219,,
BDGE3518674,,
BDGE8825574,,
BDGE3965715,,
BDGE5859792,,
BDGE7115431,,
BDGE6699648,,
BDGE8146441,,
BDGE2968719,,
BDGE7499555,,
BDGE6629673,,
BDGE4898635,,
BDGE7656439,,
BDGE4429346,,
BDGE9439295,,
BDGE3116745,,
BDGE2419528,,
BDGE2349588,,
BDGE5897667,,
BDGE5541478,,
BDGE9746251,,
BDGE1382981,,
BDGE5533214,,
BDGE2393468,,
BDGE4541926,,
BDGE2923887,,
BDGE5531419,,
BDGE2582752,,
BDGE6811718,,
BDGE9218728,,
BDGE7213262,,
BDGE9737734,,
BDGE7927394,,
BDGE7462337,,
BDGE1484472,,
BDGE9692313,,
BDGE6688115,,
BDGE4696884,,
BDGE9386448,,
BDGE1988378,,
BDGE5369516,,
BDGE1621959,,
BDGE4573886,,
BDGE4855124,,
BDGE2597872,,
BDGE6692669,,
BDGE2814625,,
BDGE6134564,,
BDGE6572716,,
BDGE6147365,,
BDGE2437832,,
BDGE3911899,,
BDGE9642969,,
BDGE2697924,,
BDGE1672593,,
BDGE4542854,,
BDGE2647372,,
BDGE5891998,,
BDGE7275749,,
BDGE6868977,,
BDGE8724285,,
BDGE1485841,,
BDGE7555837,,
BDGE2556547,,
BDGE6962253,,
BDGE9416791,,
BDGE5584214,,
BDGE1216456,,
BDGE7391521,,
BDGE1797769,,
BDGE7623347,,
BDGE3383725,,
BDGE1963751,,
BDGE4984133,,
BDGE5338724,,
BDGE1667346,,
BDGE1825359,,
BDGE6154689,,
BDGE8698283,,
BDGE7612831,,
BDGE4824623,,
BDGE7817163,,
BDGE7825458,,
BDGE6922616,,
BDGE6562278,,
BDGE3424692,,
BDGE7733538,,
BDGE5965325,,
BDGE9972937,,
BDGE7431881,,
BDGE6613749,,
BDGE6453633,,
BDGE6964113,,
BDGE6885223,,
BDGE5316289,,
BDGE7636159,,
BDGE9263291,,
BDGE1691938,,
BDGE4578412,,
BDGE2623269,,
BDGE5764442,,
BDGE3142434,,
BDGE3658297,,
BDGE5523614,,
BDGE2591677,,
BDGE2946587,,
BDGE6664735,,
BDGE7597976,,
BDGE7362521,,
BDGE7682341,,
BDGE7162817,,
BDGE2527533,,
BDGE5253228,,
BDGE6878164,,
BDGE4897655,,
BDGE6589279,,
BDGE8624816,,
BDGE6354625,,
BDGE2549574,,
BDGE9667829,,
BDGE3575778,,
BDGE3984487,,
BDGE6144643,,
BDGE8785268,,
BDGE4162499,,
BDGE3449396,,
BDGE9947383,,
BDGE3153175,,
BDGE9993897,,
BDGE5367433,,
BDGE7821463,,
BDGE9678977,,
BDGE6352728,,
BDGE9992696,,
BDGE8843799,,
BDGE4336349,,
BDGE1673969,,
BDGE5513394,,
BDGE4594884,,
BDGE7774648,,
BDGE1185282,,
BDGE4182346,,
BDGE1671467,,
BDGE5498588,,
BDGE8178341,,
BDGE4572681,,
BDGE9854859,,
BDGE9449971,,
BDGE4977832,,
BDGE9918996,,
BDGE2514966,,
BDGE2334491,,
BDGE3163889,,
BDGE8624121,,
BDGE3341857,,
BDGE8339332,,
BDGE9175928,,
BDGE2537727,,
BDGE7551982,,
BDGE6444685,,
BDGE5789771,,
BDGE9943252,,
BDGE4659558,,
BDGE8866842,,
BDGE2734722,,
BDGE6897914,,
BDGE7671513,,
BDGE6137748,,
BDGE2438673,,
BDGE9267653,,
BDGE9233587,,
BDGE7188196,,
BDGE9797832,,
BDGE7243277,,
BDGE6635259,,
BDGE8958557,,
BDGE9246979,,
BDGE1842144,,
BDGE1784769,,
BDGE7311563,,
BDGE3791439,,
BDGE9372444,,
BDGE4967877,,
BDGE5374272,,
BDGE7889214,,
BDGE7749797,,
BDGE5878347,,
BDGE9756478,,
BDGE3771921,,
BDGE4874789,,
BDGE5768737,,
BDGE6663281,,
BDGE5411743,,
BDGE3378717,,
BDGE9431142,,
BDGE4164916,,
BDGE8437813,,
BDGE1974863,,
BDGE6683789,,
BDGE5854762,,
BDGE1844222,,
BDGE4915635,,
BDGE8832424,,
BDGE9173464,,
BDGE5622414,,
BDGE6865777,,
BDGE3357461,,
BDGE8675732,,
BDGE2872287,,
BDGE7198374,,
BDGE2815598,,
BDGE6677194,,
BDGE1835981,,
BDGE3339814,,
BDGE7786687,,
BDGE1779139,,
BDGE1483841,,
BDGE5136785,,
BDGE9981636,,
BDGE3729894,,
BDGE5868295,,
BDGE7638281,,
BDGE2214752,,
BDGE1659166,,
BDGE1791418,,
BDGE8677876,,
BDGE4537217,,
BDGE6697577,,
BDGE8387222,,
BDGE3271387,,
BDGE4245135,,
BDGE3112763,,
BDGE8155592,,
BDGE6153635,,
BDGE2783985,,
BDGE9438566,,
BDGE5498476,,
BDGE2896721,,
BDGE5549951,,
BDGE7143399,,
BDGE1961773,,
BDGE3647896,,
BDGE7938425,,
